Site ID,Date Collected,Quadrat Number,Size mm,Alive/Dead,Number of Drill Holes,Presence of Boring Sponge,Collected for Disease Testing,New Recruit
Nin-1S,10/18/2016 0:00:00,1,43,8,0,0,0,0
Nin-1S,10/18/2016 0:00:00,1,36,8,0,0,0,0
Nin-1S,10/18/2016 0:00:00,1,48,8,0,0,0,0
Nin-1S,10/18/2016 0:00:00,1,19,8,0,0,0,0
Nin-1S,10/18/2016 0:00:00,1,20,8,0,0,0,0
Nin-1S,10/18/2016 0:00:00,1,22,8,0,0,0,0
Nin-1S,10/18/2016 0:00:00,1,38,8,0,0,0,0
Nin-1S,10/18/2016 0:00:00,1,59,8,0,0,0,0
Nin-1S,10/18/2016 0:00:00,1,61,8,0,0,0,0
Nin-1S,10/18/2016 0:00:00,1,54,8,0,0,0,0
Nin-1S,10/18/2016 0:00:00,1,76,8,0,0,0,0
Nin-1S,10/18/2016 0:00:00,1,73,8,0,0,0,0
Nin-1S,10/18/2016 0:00:00,1,63,8,0,0,0,0
Nin-1S,10/18/2016 0:00:00,1,42,8,0,0,0,0
Nin-1S,10/18/2016 0:00:00,1,35,8,0,0,0,0
Nin-1S,10/18/2016 0:00:00,1,21,8,0,0,0,0
Nin-1S,10/18/2016 0:00:00,1,56,8,0,0,0,0
Nin-1S,10/18/2016 0:00:00,1,20,9,0,0,0,0
Nin-1S,10/18/2016 0:00:00,1,65,8,0,0,0,0
Nin-1S,10/18/2016 0:00:00,1,46,8,0,0,0,0
Nin-1S,10/18/2016 0:00:00,1,92,8,0,0,0,0
Nin-1S,10/18/2016 0:00:00,1,99,8,0,0,0,0
Nin-1S,10/18/2016 0:00:00,1,50,8,0,0,0,0
Nin-1S,10/18/2016 0:00:00,1,11,8,0,0,0,0
Nin-1S,10/18/2016 0:00:00,1,24,8,0,0,0,0
Nin-1S,10/18/2016 0:00:00,1,50,8,0,0,0,0
Nin-1S,10/18/2016 0:00:00,1,47,8,0,0,0,0
Nin-1S,10/18/2016 0:00:00,1,58,8,0,0,0,0
Nin-1S,10/18/2016 0:00:00,1,81,8,0,0,0,0
Nin-1S,10/18/2016 0:00:00,1,69,8,0,0,0,0
Nin-1S,10/18/2016 0:00:00,1,55,8,0,0,0,0
Nin-1S,10/18/2016 0:00:00,1,28,9,0,0,0,0
Nin-1S,10/18/2016 0:00:00,1,35,9,0,0,0,0
Nin-1S,10/18/2016 0:00:00,1,28,9,0,0,0,0
Nin-1S,10/18/2016 0:00:00,1,76,9,0,0,0,0
Nin-1S,10/18/2016 0:00:00,1,43,9,0,0,0,0
Nin-1S,10/18/2016 0:00:00,2,43,8,0,0,0,0
Nin-1S,10/18/2016 0:00:00,2,57,8,0,0,0,0
Nin-1S,10/18/2016 0:00:00,2,58,8,0,0,0,0
Nin-1S,10/18/2016 0:00:00,2,35,9,0,0,0,0
Nin-1S,10/18/2016 0:00:00,2,21,9,0,0,0,0
Nin-1S,10/18/2016 0:00:00,2,42,8,0,0,0,0
Nin-1S,10/18/2016 0:00:00,2,44,8,0,0,0,0
Nin-1S,10/18/2016 0:00:00,2,41,8,0,0,0,0
Nin-1S,10/18/2016 0:00:00,2,53,8,0,0,0,0
Nin-1S,10/18/2016 0:00:00,2,19,9,0,0,0,0
Nin-1S,10/18/2016 0:00:00,2,15,8,0,0,0,0
Nin-1S,10/18/2016 0:00:00,2,30,8,0,0,0,0
Nin-1S,10/18/2016 0:00:00,2,24,8,0,0,0,0
Nin-1S,10/18/2016 0:00:00,2,69,8,0,0,0,0
Nin-1S,10/18/2016 0:00:00,2,24,8,0,0,0,0
Nin-1S,10/18/2016 0:00:00,2,57,8,0,0,0,0
Nin-1S,10/18/2016 0:00:00,2,71,8,0,0,0,0
Nin-1S,10/18/2016 0:00:00,2,81,8,0,0,0,0
Nin-1S,10/18/2016 0:00:00,2,73,8,0,0,0,0
Nin-1S,10/18/2016 0:00:00,2,51,8,0,0,0,0
Nin-1S,10/18/2016 0:00:00,2,55,8,0,0,0,0
Nin-1S,10/18/2016 0:00:00,2,33,8,0,0,0,0
Nin-1S,10/18/2016 0:00:00,2,51,8,0,0,0,0
Nin-1S,10/18/2016 0:00:00,2,63,8,0,0,0,0
Nin-1S,10/18/2016 0:00:00,2,41,8,0,0,0,0
Nin-1S,10/18/2016 0:00:00,2,45,8,0,0,0,0
Nin-1S,10/18/2016 0:00:00,2,49,8,0,0,0,0
Nin-1S,10/18/2016 0:00:00,2,64,8,0,0,0,0
Nin-1S,10/18/2016 0:00:00,2,65,8,0,0,0,0
Nin-1S,10/18/2016 0:00:00,2,25,8,0,0,0,0
Nin-1S,10/18/2016 0:00:00,2,70,8,0,0,0,0
Nin-1S,10/18/2016 0:00:00,2,45,8,0,0,0,0
Nin-1S,10/18/2016 0:00:00,2,44,8,0,0,0,0
Nin-1S,10/18/2016 0:00:00,2,47,8,0,0,0,0
Nin-1S,10/18/2016 0:00:00,2,57,8,0,0,0,0
Nin-1S,10/18/2016 0:00:00,2,47,8,0,0,0,0
Nin-1S,10/18/2016 0:00:00,2,68,8,0,0,0,0
Nin-1S,10/18/2016 0:00:00,2,52,8,0,0,0,0
Nin-1S,10/18/2016 0:00:00,2,45,8,0,0,0,0
Nin-1S,10/18/2016 0:00:00,2,55,8,0,0,0,0
Nin-1S,10/18/2016 0:00:00,2,25,9,0,0,0,0
Nin-1S,10/18/2016 0:00:00,2,41,8,0,0,0,0
Nin-1S,10/18/2016 0:00:00,2,43,8,0,0,0,0
Nin-1S,10/18/2016 0:00:00,2,60,8,0,0,0,0
Nin-1S,10/18/2016 0:00:00,2,60,8,0,0,0,0
Nin-1S,10/18/2016 0:00:00,2,41,8,0,0,0,0
Nin-1S,10/18/2016 0:00:00,2,15,9,0,0,0,0
Nin-1S,10/18/2016 0:00:00,2,53,8,0,0,0,0
Nin-1S,10/18/2016 0:00:00,2,38,8,0,0,0,0
Nin-1S,10/18/2016 0:00:00,2,54,8,0,0,0,0
Nin-1S,10/18/2016 0:00:00,2,48,8,0,0,0,0
Nin-1S,10/18/2016 0:00:00,2,55,8,0,0,0,0
Nin-1S,10/18/2016 0:00:00,2,47,8,0,0,0,0
Nin-1S,10/18/2016 0:00:00,2,54,8,0,0,0,0
Nin-1S,10/18/2016 0:00:00,2,56,8,0,0,0,0
Nin-1S,10/18/2016 0:00:00,2,50,9,0,0,0,0
Nin-1S,10/18/2016 0:00:00,2,25,9,0,0,0,0
Nin-1S,10/18/2016 0:00:00,2,56,9,0,0,0,0
Nin-1S,10/18/2016 0:00:00,2,44,9,0,0,0,0
Nin-1S,10/18/2016 0:00:00,3,64,8,0,0,0,0
Nin-1S,10/18/2016 0:00:00,3,69,8,0,0,0,0
Nin-1S,10/18/2016 0:00:00,3,50,8,0,0,0,0
Nin-1S,10/18/2016 0:00:00,3,63,8,0,0,0,0
Nin-1S,10/18/2016 0:00:00,3,53,8,0,0,0,0
Nin-1S,10/18/2016 0:00:00,3,77,8,0,0,0,0
Nin-1S,10/18/2016 0:00:00,3,78,8,0,0,0,0
Nin-1S,10/18/2016 0:00:00,3,70,8,0,1,0,0
Nin-1S,10/18/2016 0:00:00,3,66,8,0,0,0,0
Nin-1S,10/18/2016 0:00:00,3,65,8,0,0,0,0
Nin-1S,10/18/2016 0:00:00,3,60,8,0,0,0,0
Nin-1S,10/18/2016 0:00:00,3,47,8,0,0,0,0
Nin-1S,10/18/2016 0:00:00,3,15,8,0,0,0,0
Nin-1S,10/18/2016 0:00:00,3,72,8,0,0,0,0
Nin-1S,10/18/2016 0:00:00,3,84,8,0,0,0,0
Nin-1S,10/18/2016 0:00:00,3,51,8,0,0,0,0
Nin-1S,10/18/2016 0:00:00,3,37,8,0,0,0,0
Nin-1S,10/18/2016 0:00:00,3,72,8,0,0,0,0
Nin-1S,10/18/2016 0:00:00,3,53,8,0,0,0,0
Nin-1S,10/18/2016 0:00:00,3,48,8,0,0,0,0
Nin-1S,10/18/2016 0:00:00,3,40,8,0,0,0,0
Nin-1S,10/18/2016 0:00:00,3,47,8,0,0,0,0
Nin-1S,10/18/2016 0:00:00,3,56,8,0,0,0,0
Nin-1S,10/18/2016 0:00:00,3,38,8,0,0,0,0
Nin-1S,10/18/2016 0:00:00,3,30,8,0,0,0,0
Nin-1S,10/18/2016 0:00:00,3,27,8,0,0,0,0
Nin-1S,10/18/2016 0:00:00,3,41,8,0,0,0,0
Nin-1S,10/18/2016 0:00:00,3,56,8,0,0,0,0
Nin-1S,10/18/2016 0:00:00,3,45,8,0,0,0,0
Nin-1S,10/18/2016 0:00:00,3,59,8,0,0,0,0
Nin-1S,10/18/2016 0:00:00,3,35,9,0,0,0,0
Nin-1S,10/18/2016 0:00:00,3,38,8,0,0,0,0
Nin-1S,10/18/2016 0:00:00,3,70,8,0,0,0,0
Nin-1S,10/18/2016 0:00:00,3,75,8,0,0,0,0
Nin-1S,10/18/2016 0:00:00,3,35,8,0,0,0,0
Nin-1S,10/18/2016 0:00:00,3,29,8,0,0,0,0
Nin-1S,10/18/2016 0:00:00,3,35,8,0,0,0,0
Nin-1S,10/18/2016 0:00:00,3,38,8,0,0,0,0
Nin-1S,10/18/2016 0:00:00,3,70,8,0,0,0,0
Nin-1S,10/18/2016 0:00:00,3,27,8,0,0,0,0
Nin-1S,10/18/2016 0:00:00,3,23,9,0,0,0,0
Nin-1S,10/18/2016 0:00:00,3,56,8,0,0,0,0
Nin-1S,10/18/2016 0:00:00,3,81,8,0,0,0,0
Nin-1S,10/18/2016 0:00:00,3,65,8,0,0,0,0
Nin-1S,10/18/2016 0:00:00,3,63,8,0,0,0,0
Nin-1S,10/18/2016 0:00:00,3,30,8,0,0,0,0
Nin-1S,10/18/2016 0:00:00,3,50,8,0,0,0,0
Nin-1S,10/18/2016 0:00:00,3,60,8,0,0,0,0
Nin-1S,10/18/2016 0:00:00,3,94,8,0,0,0,0
Nin-1S,10/18/2016 0:00:00,3,53,8,0,0,0,0
Nin-1S,10/18/2016 0:00:00,4,70,8,0,0,0,0
Nin-1S,10/18/2016 0:00:00,4,65,8,0,0,0,0
Nin-1S,10/18/2016 0:00:00,4,45,8,0,0,0,0
Nin-1S,10/18/2016 0:00:00,4,35,8,0,0,0,0
Nin-1S,10/18/2016 0:00:00,4,70,8,0,0,0,0
Nin-1S,10/18/2016 0:00:00,4,74,8,0,0,0,0
Nin-1S,10/18/2016 0:00:00,4,41,8,0,0,0,0
Nin-1S,10/18/2016 0:00:00,4,20,8,0,0,0,0
Nin-1S,10/18/2016 0:00:00,4,27,8,0,0,0,0
Nin-1S,10/18/2016 0:00:00,4,65,8,0,0,0,0
Nin-1S,10/18/2016 0:00:00,4,59,8,0,0,0,0
Nin-1S,10/18/2016 0:00:00,4,61,8,0,0,0,0
Nin-1S,10/18/2016 0:00:00,4,62,8,0,0,0,0
Nin-1S,10/18/2016 0:00:00,4,66,8,0,0,0,0
Nin-1S,10/18/2016 0:00:00,4,65,8,0,0,0,0
Nin-1S,10/18/2016 0:00:00,4,30,8,0,0,0,0
Nin-1S,10/18/2016 0:00:00,4,16,8,0,0,0,0
Nin-1S,10/18/2016 0:00:00,4,27,9,0,0,0,0
Nin-1S,10/18/2016 0:00:00,4,43,8,0,0,0,0
Nin-1S,10/18/2016 0:00:00,4,40,8,0,0,0,0
Nin-1S,10/18/2016 0:00:00,4,85,8,0,0,0,0
Nin-1S,10/18/2016 0:00:00,4,59,8,0,0,0,0
Nin-1S,10/18/2016 0:00:00,4,45,8,0,0,0,0
Nin-1S,10/18/2016 0:00:00,4,37,8,0,0,0,0
Nin-1S,10/18/2016 0:00:00,4,55,8,0,0,0,0
Nin-1S,10/18/2016 0:00:00,4,53,8,0,0,0,0
Nin-1S,10/18/2016 0:00:00,4,52,8,0,0,0,0
Nin-1S,10/18/2016 0:00:00,4,57,8,0,0,0,0
Nin-1S,10/18/2016 0:00:00,4,54,8,0,0,0,0
Nin-1S,10/18/2016 0:00:00,4,52,8,0,0,0,0
Nin-1S,10/18/2016 0:00:00,4,59,8,0,0,0,0
Nin-1S,10/18/2016 0:00:00,4,80,8,0,0,0,0
Nin-1S,10/18/2016 0:00:00,4,66,8,0,0,0,0
Nin-1S,10/18/2016 0:00:00,4,60,8,0,0,0,0
Nin-1S,10/18/2016 0:00:00,4,57,8,0,0,0,0
Nin-1S,10/18/2016 0:00:00,4,70,8,0,0,0,0
Nin-1S,10/18/2016 0:00:00,4,50,8,0,0,0,0
Nin-1S,10/18/2016 0:00:00,4,43,8,0,0,0,0
Nin-1S,10/18/2016 0:00:00,4,84,8,0,0,0,0
Nin-1S,10/18/2016 0:00:00,4,44,8,0,0,0,0
Nin-1S,10/18/2016 0:00:00,4,49,8,0,0,0,0
Nin-1S,10/18/2016 0:00:00,4,65,8,0,0,0,0
Nin-1S,10/18/2016 0:00:00,4,50,8,0,0,0,0
Nin-1S,10/18/2016 0:00:00,4,37,8,0,0,0,0
Nin-1S,10/18/2016 0:00:00,4,19,8,0,0,0,0
Nin-1S,10/18/2016 0:00:00,4,27,8,0,0,0,0
Nin-1S,10/18/2016 0:00:00,4,16,8,0,0,0,0
Nin-1S,10/18/2016 0:00:00,4,55,8,0,0,0,0
Nin-1S,10/18/2016 0:00:00,4,43,8,0,0,0,0
Nin-1S,10/18/2016 0:00:00,4,40,9,0,0,0,0
Nin-1S,10/18/2016 0:00:00,4,90,8,0,1,0,0
Nin-1S,10/18/2016 0:00:00,4,61,8,0,0,0,0
Nin-1S,10/18/2016 0:00:00,4,50,9,0,0,0,0
Nin-1S,10/18/2016 0:00:00,4,32,9,0,0,0,0
Nin-1S,10/18/2016 0:00:00,5,24,8,0,0,0,0
Nin-1S,10/18/2016 0:00:00,5,66,8,0,0,0,0
Nin-1S,10/18/2016 0:00:00,5,63,8,0,0,0,0
Nin-1S,10/18/2016 0:00:00,5,15,8,0,0,0,0
Nin-1S,10/18/2016 0:00:00,5,16,8,0,0,0,0
Nin-1S,10/18/2016 0:00:00,5,22,8,0,0,0,0
Nin-1S,10/18/2016 0:00:00,5,30,8,0,0,0,0
Nin-1S,10/18/2016 0:00:00,5,101,8,0,0,0,0
Nin-1S,10/18/2016 0:00:00,5,42,8,0,0,0,0
Nin-1S,10/18/2016 0:00:00,5,13,9,0,0,0,0
Nin-1S,10/18/2016 0:00:00,5,5,8,0,0,0,1
Nin-1S,10/18/2016 0:00:00,5,56,8,0,0,0,0
Nin-1S,10/18/2016 0:00:00,5,70,8,0,0,0,0
Nin-1S,10/18/2016 0:00:00,5,71,8,0,0,0,0
Nin-1S,10/18/2016 0:00:00,5,46,8,0,0,0,0
Nin-1S,10/18/2016 0:00:00,5,69,8,0,0,0,0
Nin-1S,10/18/2016 0:00:00,5,63,8,0,0,0,0
Nin-1S,10/18/2016 0:00:00,5,75,8,0,0,0,0
Nin-1S,10/18/2016 0:00:00,5,59,8,0,1,0,0
Nin-1S,10/18/2016 0:00:00,5,60,8,0,0,0,0
Nin-1S,10/18/2016 0:00:00,5,73,8,0,0,0,0
Nin-1S,10/18/2016 0:00:00,5,21,8,0,0,0,0
Nin-1S,10/18/2016 0:00:00,5,58,8,0,1,0,0
Nin-1S,10/18/2016 0:00:00,5,55,8,0,0,0,0
Nin-1S,10/18/2016 0:00:00,5,60,8,0,0,0,0
Nin-1S,10/18/2016 0:00:00,5,66,8,0,0,0,0
Nin-1S,10/18/2016 0:00:00,5,80,8,0,0,0,0
Nin-1S,10/18/2016 0:00:00,5,56,8,0,0,0,0
Nin-1S,10/18/2016 0:00:00,5,40,8,0,0,0,0
Nin-1S,10/18/2016 0:00:00,5,31,8,0,0,0,0
Nin-1S,10/18/2016 0:00:00,5,65,8,0,0,0,0
Nin-1S,10/18/2016 0:00:00,5,39,8,0,0,0,0
Nin-1S,10/18/2016 0:00:00,5,72,8,0,0,0,0
Nin-1S,10/18/2016 0:00:00,5,36,8,0,0,0,0
Nin-1S,10/18/2016 0:00:00,5,45,8,0,0,0,0
Nin-1S,10/18/2016 0:00:00,5,48,8,0,0,0,0
Nin-1S,10/18/2016 0:00:00,5,51,8,0,0,0,0
Nin-1S,10/18/2016 0:00:00,5,54,8,0,0,0,0
Nin-1S,10/18/2016 0:00:00,5,79,8,0,0,0,0
Nin-1S,10/18/2016 0:00:00,5,59,8,0,0,0,0
Nin-1S,10/18/2016 0:00:00,5,57,8,0,0,0,0
Nin-1S,10/18/2016 0:00:00,5,28,9,0,1,0,0
Nin-1S,10/18/2016 0:00:00,5,26,8,0,1,0,0
Nin-1S,10/18/2016 0:00:00,5,60,8,0,0,0,0
Nin-1S,10/18/2016 0:00:00,5,58,8,0,0,0,0
Nin-1S,10/18/2016 0:00:00,5,75,8,0,1,0,0
Nin-1S,10/18/2016 0:00:00,5,29,8,0,0,0,0
Nin-1S,10/18/2016 0:00:00,5,22,8,0,0,0,0
Nin-1S,10/18/2016 0:00:00,5,23,8,0,0,0,0
Nin-1S,10/18/2016 0:00:00,5,61,8,0,0,0,0
Nin-1S,10/18/2016 0:00:00,5,43,8,0,0,0,0
Nin-1S,10/18/2016 0:00:00,5,70,8,0,1,0,0
Nin-1S,10/18/2016 0:00:00,6,42,8,0,0,0,0
Nin-1S,10/18/2016 0:00:00,6,50,8,0,0,0,0
Nin-1S,10/18/2016 0:00:00,6,59,8,0,0,0,0
Nin-1S,10/18/2016 0:00:00,6,48,8,0,0,0,0
Nin-1S,10/18/2016 0:00:00,6,41,8,0,0,0,0
Nin-1S,10/18/2016 0:00:00,6,70,8,0,0,0,0
Nin-1S,10/18/2016 0:00:00,6,72,8,0,0,0,0
Nin-1S,10/18/2016 0:00:00,6,55,8,0,0,0,0
Nin-1S,10/18/2016 0:00:00,6,25,9,0,0,0,0
Nin-1S,10/18/2016 0:00:00,6,50,8,0,0,0,0
Nin-1S,10/18/2016 0:00:00,6,35,8,0,0,0,0
Nin-1S,10/18/2016 0:00:00,6,25,8,0,0,0,0
Nin-1S,10/18/2016 0:00:00,6,45,8,0,0,0,0
Nin-1S,10/18/2016 0:00:00,6,40,8,0,0,0,0
Nin-1S,10/18/2016 0:00:00,6,61,8,0,0,0,0
Nin-1S,10/18/2016 0:00:00,6,62,8,0,0,0,0
Nin-1S,10/18/2016 0:00:00,6,39,8,0,0,0,0
Nin-1S,10/18/2016 0:00:00,6,55,8,0,0,0,0
Nin-1S,10/18/2016 0:00:00,6,25,8,0,0,0,0
Nin-1S,10/18/2016 0:00:00,6,29,8,0,0,0,0
Nin-1S,10/18/2016 0:00:00,6,34,8,0,0,0,0
Nin-1S,10/18/2016 0:00:00,6,42,8,0,0,0,0
Nin-1S,10/18/2016 0:00:00,6,40,8,0,0,0,0
Nin-1S,10/18/2016 0:00:00,6,70,8,0,0,0,0
Nin-1S,10/18/2016 0:00:00,6,32,8,0,0,0,0
Nin-1S,10/18/2016 0:00:00,6,20,8,0,0,0,0
Nin-1S,10/18/2016 0:00:00,6,18,8,0,0,0,0
Nin-1S,10/18/2016 0:00:00,6,25,8,0,0,0,0
Nin-1S,10/18/2016 0:00:00,6,63,8,0,0,0,0
Nin-1S,10/18/2016 0:00:00,6,59,8,0,0,0,0
Nin-1S,10/18/2016 0:00:00,6,61,8,0,0,0,0
Nin-1S,10/18/2016 0:00:00,6,70,8,0,0,0,0
Nin-1S,10/18/2016 0:00:00,6,56,8,0,0,0,0
Nin-1S,10/18/2016 0:00:00,6,55,8,0,0,0,0
Nin-1S,10/18/2016 0:00:00,6,85,8,0,0,0,0
Nin-1S,10/18/2016 0:00:00,6,58,8,0,0,0,0
Nin-1S,10/18/2016 0:00:00,6,48,8,0,0,0,0
Nin-1S,10/18/2016 0:00:00,6,60,8,0,0,0,0
Nin-1S,10/18/2016 0:00:00,6,44,8,0,0,0,0
Nin-1S,10/18/2016 0:00:00,6,41,8,0,0,0,0
Nin-1S,10/18/2016 0:00:00,6,40,8,0,0,0,0
Nin-1S,10/18/2016 0:00:00,6,29,8,0,0,0,0
Nin-1S,10/18/2016 0:00:00,6,26,8,0,0,0,0
Nin-1S,10/18/2016 0:00:00,6,51,8,0,0,0,0
Nin-1S,10/18/2016 0:00:00,6,50,8,0,0,0,0
Nin-1S,10/18/2016 0:00:00,6,42,8,0,0,0,0
Nin-1S,10/18/2016 0:00:00,6,18,8,0,0,0,0
Nin-1S,10/18/2016 0:00:00,6,40,8,0,0,0,0
Nin-1S,10/18/2016 0:00:00,6,59,8,0,0,0,0
Nin-1S,10/18/2016 0:00:00,6,52,8,0,0,0,0
Nin-1S,10/18/2016 0:00:00,6,46,8,0,0,0,0
Nin-1S,10/18/2016 0:00:00,6,19,9,0,0,0,0
Nin-1S,10/18/2016 0:00:00,6,15,9,0,0,0,0
Nin-1S,10/18/2016 0:00:00,6,25,9,0,0,0,0
Nin-1S,10/18/2016 0:00:00,6,42,9,0,0,0,0
Nin-1S,10/18/2016 0:00:00,6,50,9,0,0,0,0
Nin-1U,10/18/2016 0:00:00,5,25,8,0,0,0,1
Nin-4S,10/19/2016 0:00:00,1,60,8,0,0,0,0
Nin-4S,10/19/2016 0:00:00,1,64,8,0,0,0,0
Nin-4S,10/19/2016 0:00:00,2,27,8,0,0,0,0
Nin-4S,10/19/2016 0:00:00,2,65,8,0,0,0,0
Nin-4S,10/19/2016 0:00:00,3,36,8,0,0,0,0
Nin-4S,10/19/2016 0:00:00,3,60,8,0,0,0,0
Nin-4S,10/19/2016 0:00:00,3,63,8,0,0,0,0
Nin-4S,10/19/2016 0:00:00,3,63,8,0,0,0,0
Nin-4S,10/19/2016 0:00:00,3,66,8,0,0,0,0
Nin-4S,10/19/2016 0:00:00,3,62,8,0,0,0,0
Nin-4S,10/19/2016 0:00:00,3,77,8,0,0,0,0
Nin-4S,10/19/2016 0:00:00,3,20,9,0,0,0,0
Nin-4S,10/19/2016 0:00:00,3,68,8,0,0,0,0
Nin-4S,10/19/2016 0:00:00,3,50,8,0,0,0,0
Nin-4S,10/19/2016 0:00:00,3,55,8,0,0,0,0
Nin-4S,10/19/2016 0:00:00,3,55,9,0,0,0,0
Nin-4S,10/19/2016 0:00:00,3,56,9,0,0,0,0
Nin-4S,10/19/2016 0:00:00,3,48,8,0,0,0,0
Nin-4S,10/19/2016 0:00:00,3,62,8,0,0,0,0
Nin-4S,10/19/2016 0:00:00,3,60,8,0,0,0,0
Nin-4S,10/19/2016 0:00:00,3,57,8,0,0,0,0
Nin-4S,10/19/2016 0:00:00,3,45,8,0,0,0,0
Nin-4S,10/19/2016 0:00:00,3,56,8,0,0,0,0
Nin-4S,10/19/2016 0:00:00,3,69,8,0,0,0,0
Nin-4S,10/19/2016 0:00:00,3,61,8,0,0,0,0
Nin-4S,10/19/2016 0:00:00,3,62,8,0,0,0,0
Nin-4S,10/19/2016 0:00:00,3,71,8,0,0,0,0
Nin-4S,10/19/2016 0:00:00,4,64,8,0,0,0,0
Nin-4S,10/19/2016 0:00:00,4,70,8,0,0,0,0
Nin-4S,10/19/2016 0:00:00,5,61,8,0,0,0,0
Nin-4S,10/19/2016 0:00:00,5,53,8,0,0,0,0
Nin-4S,10/19/2016 0:00:00,5,60,8,0,0,0,0
Nin-4S,10/19/2016 0:00:00,5,51,8,0,0,0,0
Nin-4S,10/19/2016 0:00:00,5,32,8,0,0,0,0
Nin-4S,10/19/2016 0:00:00,5,26,8,0,0,0,0
Nin-4S,10/19/2016 0:00:00,5,49,8,0,0,0,0
Nin-4S,10/19/2016 0:00:00,5,56,8,0,0,0,0
Nin-4S,10/19/2016 0:00:00,5,64,8,0,0,0,0
Nin-4S,10/19/2016 0:00:00,5,76,8,0,0,0,0
Nin-4S,10/19/2016 0:00:00,5,45,8,0,0,0,0
Nin-4S,10/19/2016 0:00:00,5,57,8,0,0,0,0
Nin-4S,10/19/2016 0:00:00,5,31,8,0,0,0,0
Nin-4S,10/19/2016 0:00:00,5,60,8,0,0,0,0
Nin-4S,10/19/2016 0:00:00,5,50,8,0,0,0,0
Nin-4S,10/19/2016 0:00:00,5,35,8,0,0,0,0
Nin-4S,10/19/2016 0:00:00,5,35,9,0,0,0,0
Nin-4S,10/19/2016 0:00:00,5,40,8,0,0,0,0
Nin-4S,10/19/2016 0:00:00,5,54,8,0,0,0,0
Nin-4S,10/19/2016 0:00:00,5,65,8,0,0,0,0
Nin-4S,10/19/2016 0:00:00,5,66,8,0,0,0,0
Nin-4S,10/19/2016 0:00:00,5,78,8,0,0,0,0
Nin-4S,10/19/2016 0:00:00,5,80,8,0,0,0,0
Nin-4S,10/19/2016 0:00:00,5,44,8,0,0,0,0
Nin-4S,10/19/2016 0:00:00,5,59,8,0,1,0,0
Nin-4S,10/19/2016 0:00:00,5,56,8,0,0,0,0
Nin-4S,10/19/2016 0:00:00,5,71,8,0,0,0,0
Nin-4S,10/19/2016 0:00:00,5,52,8,0,0,0,0
Nin-4S,10/19/2016 0:00:00,5,59,8,0,0,0,0
Nin-4S,10/19/2016 0:00:00,5,61,8,0,0,0,0
Nin-4S,10/19/2016 0:00:00,5,62,8,0,0,0,0
